"Date [YYYYMMDD]" "Hour UT" Site "Frequency [GHz]" Opacity Transmittance
20180411 7.0 P 221.1 0.5052058 0.6033814
20180411 8.0 P 221.1 0.4480136 0.638896
20180411 9.0 P 221.1 0.2992908 0.7413438
20180411 10.0 P 221.1 0.2520413 0.7772126
20180411 11.0 P 221.1 0.2566454 0.7736425
20180411 12.0 P 221.1 0.2502805 0.7785824
20180411 13.0 P 221.1 0.260853 0.7703941
20180411 14.0 P 221.1 0.2780865 0.7572313
20180411 15.0 P 221.1 0.3069042 0.7357211
20180411 16.0 P 221.1 0.3035017 0.7382287
20180411 17.0 P 221.1 0.2338364 0.7914913
20180411 18.0 P 221.1 0.1873207 0.8291778
20180411 19.0 P 221.1 0.1839208 0.8320017
20180411 20.0 P 221.1 0.2031655 0.8161431
20180411 21.0 P 221.1 0.224847 0.7986384
20180411 22.0 P 221.1 0.2317917 0.7931113
20180411 23.0 P 221.1 0.2183244 0.8038647
20180411 24.0 P 221.1 0.1752227 0.8392701
20180411 25.0 P 221.1 0.169658 0.8439534
20180411 26.0 P 221.1 0.1780883 0.8368685
20180411 27.0 P 221.1 0.1762657 0.8383952
20180411 28.0 P 221.1 0.1804461 0.8348976
20180411 29.0 P 221.1 0.201799 0.8172592
20180411 30.0 P 221.1 0.2319664 0.7929728
20180411 31.0 P 221.1 0.3022385 0.7391617
20180411 32.0 P 221.1 0.4597775 0.6314241
20180411 33.0 P 221.1 0.4734797 0.6228312
20180411 34.0 P 221.1 0.5143114 0.5979122
20180411 35.0 P 221.1 0.6702005 0.511606
